Word,Root,Affix,Tag,PoS_root,PoS_word,tag_splitted
ташыңызга,таш,ыңызга,POSS_2SGF_DAT,NOUN,NOUN,"['POSS', '2SGF', 'DAT']"
студенттериңер,студент,териңер,PL_POSS_2PL,NOUN,NOUN,"['PL', 'POSS', '2PL']"
окур,Оку,р,PCP_FUT_DEF,VERB,VERB,"['PCP', 'FUT', 'DEF']"
барчусуңар,Бар,чу-суңар,PST_ITER_2PL,VERB,VERB,"['PST', 'ITER', '2PL']"
тарыхымдан,тарых,ымдан,POSS_1SG_ABL,NOUN,NOUN,"['POSS', '1SG', 'ABL']"
унутулууда,Унут,улуу-да,PRES,VERB,VERB,['PRES']
кошуналарыңыздардан,кошуна,ларыңыздардан,PL_POSS_2PLF_ABL,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ABL']"
иштеп жатасың,Иште,п-жатасың,PRES_2SG,VERB,VERB,"['PRES', '2SG']"
тазалагын,Тазала,гын,IMP_SG,VERB,VERB,"['IMP', 'SG']"
көчүргөнсүңөр,Көчүр,гөн-сүңөр,PST_INDF_2PL,VERB,VERB,"['PST', 'INDF', '2PL']"
токочторуңу,токоч,торуңу,PL_POSS_2SG_ACC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ACC']"
суроонун,Сура,оо-нун,GEN,VERB,NOUN,['GEN']
мисалдарыма,мисал,дарыма,PL_POSS_1SG_DAT,NOUN,NOUN,"['PL', 'POSS', '1SG', 'DAT']"
мырзаларыңарда,мырза,ларыңарда,PL_POSS_2PL_LOC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'LOC']"
өнөрлөрүнүн,өнөр,лөрүнүн,PL_POSS_3PL_GEN,NOUN,NOUN,"['PL', 'POSS', '3PL', 'GEN']"
каармандарыбыздан,каарман,дарыбыздан,PL_POSS_1PL_ABL,NOUN,NOUN,"['PL', 'POSS', '1PL', 'ABL']"
жомокторунун,жомок,торунун,PL_POSS_3PL_ABL,NOUN,NOUN,"['PL', 'POSS', '3PL', 'ABL']"
суктанбас,суктан,ба-с,FUT_INDF_NEG,VERB,VERB,"['FUT', 'INDF', 'NEG']"
паспортторуңузду,паспорт,торуңузду,PL_POSS_2SGF_ACC,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'ACC']"
ташысаңар,Ташы,саң-ар,COND_POSS_2PL,VERB,VERB,"['COND', 'POSS', '2PL']"
алышкыча,алыш,кыча,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
достошпойсуң,Достош,по-йсуң,NEG_2SG,VERB,VERB,"['NEG', '2SG']"
мергенчилеримди,мергенчи,леримди,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
ойчулуңуздан,ойчул,уңуздан,POSS_2SGF_ABL,NOUN,NOUN,"['POSS', '2SGF', 'ABL']"
макалдарыңарды,макал,дарыңарды,PL_POSS_2PL_ACC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'ACC']"
тосуп жатасыңар,Тос,уп-жатасыңар,PRES_2PL,VERB,VERB,"['PRES', '2PL']"
куткарасыз,куткар,а-сыз,FUT_DEF_2SGF,VERB,VERB,"['FUT', 'DEF', '2SGF']"
тургансыздар,Тур,ган-сыз-дар,PST_INDF_2PLF,VERB,VERB,"['PST', 'INDF', '2PLF']"
самындарыңыздарды,самын,дарыңыздарды,PL_POSS_2PLF_ACC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ACC']"
чыгалы,Чык,алы,HOR_PL,VERB,VERB,"['HOR', 'PL']"
издейсиздер,Изде,й-сиздер,FUT_DEF_2PLF,VERB,VERB,"['FUT', 'DEF', '2PLF']"
мыйзамдар,мыйзам,дар,PL,NOUN,NOUN,['PL']
кийбейбиз,Кий,бе-йбиз,NEG_1PL,VERB,VERB,"['NEG', '1PL']"
миллионунчуда,миллион,унчу-да,NUM_ORD_LOC,NUM,NUM,"['NUM', 'ORD', 'LOC']"
ырга,ыр,га,DAT,NOUN,NOUN,['DAT']
мыйзамдарым,мыйзам,дарым,PL_POSS_1SG,NOUN,NOUN,"['PL', 'POSS', '1SG']"
кошунаңыздарда,кошуна,ңыздарда,POSS_2PLF_LOC,NOUN,NOUN,"['POSS', '2PLF', 'LOC']"
чаппачу,Чап,па-чу,NEG_PST_ITER_3SG,VERB,VERB,"['NEG', 'PST', 'ITER', '3SG']"
түртүл,Түрт,үл,PASS,VERB,VERB,['PASS']
меймандарында,мейман,дарында,PL_POSS_3SG_LOC,NOUN,NOUN,"['PL', 'POSS', '3SG', 'LOC']"
түртчүбүз,Түрт,чү-бүз,PST_ITER_1PL,VERB,VERB,"['PST', 'ITER', '1PL']"
сактабас,сакта,ба-с,PCP_FUT_NEG,VERB,VERB,"['PCP', 'FUT', 'NEG']"
мыйзамдарыбызда,мыйзам,дарыбызда,PL_POSS_1PL_LOC,NOUN,NOUN,"['PL', 'POSS', '1PL', 'LOC']"
көрсөңөр,Көр,сөң-өр,COND_POSS_2PL,VERB,VERB,"['COND', 'POSS', '2PL']"
темириңизди,темир,иңизди,POSS_2SGF_ACC,NOUN,NOUN,"['POSS', '2SGF', 'ACC']"
салмаксыңар,Сал,мак-сыңар,INF_4_2PL,VERB,VERB,"['INF', '4', '2PL']"
юристибизге,юрист,ибизге,POSS_1PL_DAT,NOUN,NOUN,"['POSS', '1PL', 'DAT']"
айымыбыздын,айым,ыбыздын,POSS_1PL_GEN,NOUN,NOUN,"['POSS', '1PL', 'GEN']"
сурасаң,Сура,саң,COND_POSS_2SG,VERB,VERB,"['COND', 'POSS', '2SG']"
жараныңыздарда,жаран,ыңыздарда,POSS_2PLF_LOC,NOUN,NOUN,"['POSS', '2PLF', 'LOC']"
периштебизде,периште,бизде,POSS_1PL_LOC,NOUN,NOUN,"['POSS', '1PL', 'LOC']"
кайрылгым,кайрыл,гым,OPT_POSS_1SG,VERB,VERB,"['OPT', 'POSS', '1SG']"
жаттармын,Жатта,р-мын,FUT_INDF_1SG,VERB,VERB,"['FUT', 'INDF', '1SG']"
студенттериңде,студент,териңде,PL_POSS_2SG_LOC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'LOC']"
берчүмүн,Бер,чү-мүн,PST_ITER_1SG,VERB,VERB,"['PST', 'ITER', '1SG']"
мергенчилерибизди,мергенчи,лерибизди,PL_POSS_1PL_ACC,NOUN,NOUN,"['PL', 'POSS', '1PL', 'ACC']"
өстүрмөкбүз,Өстүр,мөк-бүз,INF_4_1PL,VERB,VERB,"['INF', '4', '1PL']"
алышууга,Алышуу,га,DAT,VERB,NOUN,['DAT']
сапаттарыңдан,сапат,тарыңдан,PL_POSS_2SG_ABL,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ABL']"
чыгармаларыңы,чыгарма,ларыңы,PL_POSS_2SG_ACC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ACC']"
айнектериңен,айнек,териңен,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
дептеримди,дептер,имди,POSS_1SG_ACC,NOUN,NOUN,"['POSS', '1SG', 'ACC']"
мугалимдерибизде,мугалим,дерибизде,PL_POSS_1PL_LOC,NOUN,NOUN,"['PL', 'POSS', '1PL', 'LOC']"
каттасаң,катта,саң,COND_POSS_2SG,VERB,VERB,"['COND', 'POSS', '2SG']"
ашпоздордо,ашпоз,дордо,PL_LOC,NOUN,NOUN,"['PL', 'LOC']"
касапчыларыңан,касапчы,ларыңан,PL_POSS_2SG_ABL,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ABL']"
жуусак,Жуу,сак,COND_POSS_1PL,VERB,VERB,"['COND', 'POSS', '1PL']"
ресторандарыңызды,ресторан,дарыңызды,PL_POSS_2SGF_ACC,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'ACC']"
сүзчүсүздөр,Сүз,чү-сүз-дөр,PST_ITER_2PLF,VERB,VERB,"['PST', 'ITER', '2PLF']"
алышасыздар,алыш,а-сыздар,FUT_DEF_2PLF,VERB,VERB,"['FUT', 'DEF', '2PLF']"
жатпаган,Жат,па-ган,NEG_PST_INDF_3SG,VERB,VERB,"['NEG', 'PST', 'INDF', '3SG']"
койчу,Кой,чу,PREC_1,VERB,VERB,"['PREC', '1']"
өтөм,өт,өм,FUT_DEF,VERB,VERB,"['FUT', 'DEF']"
саптасын,сапта,сын,JUS_SG,VERB,VERB,"['JUS', 'SG']"
энеңизге,эне,ңизге,POSS_2SGF_DAT,NOUN,NOUN,"['POSS', '2SGF', 'DAT']"
балкасы,балка,сы,POSS_3SG,NOUN,NOUN,"['POSS', '3SG']"
уялууда,уялуу,да,LOC,VERB,NOUN,['LOC']
чуркап жатам,Чурка,п-жатам,PRES_POSS_1SG,VERB,VERB,"['PRES', 'POSS', '1SG']"
үйрөнөсүң,Үйрөн,ө-сүң,FUT_DEF_2SG,VERB,VERB,"['FUT', 'DEF', '2SG']"
күтсө,Күт,сө,COND,VERB,VERB,['COND']
ойгонуу,Ойгон,уу,INF_2,VERB,VERB,"['INF', '2']"
окусам,Оку,сам,COND_POSS_1SG,VERB,VERB,"['COND', 'POSS', '1SG']"
айранбыз,айран,быз,PERS_1PL,NOUN,NOUN,"['PERS', '1PL']"
актёрлоруңузга,актёр,лоруңузга,PL_POSS_2SGF_DAT,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'DAT']"
энелериңерде,эне,лериңерде,PL_POSS_2PL_LOC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'LOC']"
тосмойунча,Тос,мойунча,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
иштегенсиз,Иште,ген-сиз,PST_INDF_2SGF,VERB,VERB,"['PST', 'INDF', '2SGF']"
тарыхтарыңыздардын,тарых,тарыңыздардын,PL_POSS_2PLF_GEN,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'GEN']"
өстүрүп жатат,Өстүр,үп-жат-а-т,PRES_3SG,VERB,VERB,"['PRES', '3SG']"
энебиз,эне,биз,PERS_1PL,NOUN,NOUN,"['PERS', '1PL']"
мактасаңыздар,Макта,саң-ыздар,COND_POSS_2PLF,VERB,VERB,"['COND', 'POSS', '2PLF']"
элчилериң,элчи,лериң,PL_POSS_2SG,NOUN,NOUN,"['PL', 'POSS', '2SG']"
угуучу,Ук,уучу,PCP_PR,VERB,VERB,"['PCP', 'PR']"
балыгында,балык,ында,POSS_3PL_LOC,NOUN,NOUN,"['POSS', '3PL', 'LOC']"
жезделериңер,жезде,лериңер,PL_POSS_2PL,NOUN,NOUN,"['PL', 'POSS', '2PL']"
жабыптырмын,Жап,ыптыр-мын,PST_EVID_1SG,VERB,VERB,"['PST', 'EVID', '1SG']"
ташыса,Ташы,са,COND,VERB,VERB,['COND']
бергим,Бер,гим,OPT_POSS_1SG,VERB,VERB,"['OPT', 'POSS', '1SG']"
мергенчиңерге,мергенчи,ңерге,POSS_2PL_DAT,NOUN,NOUN,"['POSS', '2PL', 'DAT']"
куткарып жатса,куткар,ып-жатса,PRES_COND,VERB,VERB,"['PRES', 'COND']"
таарынып жатамын,таарын,ып-жатамын,PRES_1SG,VERB,VERB,"['PRES', '1SG']"
койдуңуздар,Кой,ду-ңуздар,PST_DEF_POSS_2PLF,VERB,VERB,"['PST', 'DEF', 'POSS', '2PLF']"
кемитеби,кемит,еби,HOR_SG,VERB,VERB,"['HOR', 'SG']"
баштарбыз,Башта,р-быз,FUT_INDF_1PL,VERB,VERB,"['FUT', 'INDF', '1PL']"
топтойлу,топто,йлу,HOR_PL,VERB,VERB,"['HOR', 'PL']"
ырларыңарга,ыр,ларыңарга,PL_POSS_2PL_DAT,NOUN,NOUN,"['PL', 'POSS', '2PL', 'DAT']"
коштошмойунча,Коштош,мойунча,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
мисалыбыздын,мисал,ыбыздын,POSS_1PL_GEN,NOUN,NOUN,"['POSS', '1PL', 'GEN']"
өстүрүшсүн,Өстүр,ушсун,JUS_PL,VERB,VERB,"['JUS', 'PL']"
көчүрөбү,Көчүр,өбү,HOR_SG,VERB,VERB,"['HOR', 'SG']"
жолугба,жолук,ба,NEG,VERB,VERB,['NEG']
көрүп жатса,Көр,үп-жатса,PRES_COND,VERB,VERB,"['PRES', 'COND']"
периштелериңер,периште,лериңер,PL_POSS_2PL,NOUN,NOUN,"['PL', 'POSS', '2PL']"
жууйм,Жуу,йм,FUT_DEF,VERB,VERB,"['FUT', 'DEF']"
кайрыбаймын,кайры,ба-ймын,NEG_1SG,VERB,VERB,"['NEG', '1SG']"
урматтабасмын,урматта,бас-мын,PCP_FUT_NEG_PERS_1SG,VERB,VERB,"['PCP', 'FUT', 'NEG', 'PERS', '1SG']"
шыпырсаң,Шыпыр,саң,COND_POSS_2SG,VERB,VERB,"['COND', 'POSS', '2SG']"
кошуналарыңыздардын,кошуна,ларыңыздардын,PL_POSS_2PLF_GEN,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'GEN']"
буйрусам,буйру,сам,COND_POSS_1SG,VERB,VERB,"['COND', 'POSS', '1SG']"
поездибизди,поезд,ибизди,POSS_1PL_ACC,NOUN,NOUN,"['POSS', '1PL', 'ACC']"
саптагыча,сапта,гыча,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
мактаганбыз,Макта,ган-быз,PST_INDF_1PL,VERB,VERB,"['PST', 'INDF', '1PL']"
ишенет,Ишен,е-т,FUT_DEF_3SG,VERB,VERB,"['FUT', 'DEF', '3SG']"
шыпырарсыз,Шыпыр,ар-сыз,FUT_INDF_2SGF,VERB,VERB,"['FUT', 'INDF', '2SGF']"
апамдын,апа,мдын,POSS_1SG_GEN,NOUN,NOUN,"['POSS', '1SG', 'GEN']"
саптарбыз,сапта,р-быз,FUT_INDF_1PL,VERB,VERB,"['FUT', 'INDF', '1PL']"
темирбиз,темир,биз,PERS_1PL,NOUN,NOUN,"['PERS', '1PL']"
ургун,Ур,гун,IMP_SG,VERB,VERB,"['IMP', 'SG']"
алтымыш үчкө,алтымыш үч,кө,DAT,NUM,NUM,['DAT']
өспүрүмдөрүңөрдү,өспүрүм,дөрүңөрдү,PL_POSS_2PL_ACC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'ACC']"
каздың,Каз,дың,PST_DEF_POSS_2SG,VERB,VERB,"['PST', 'DEF', 'POSS', '2SG']"
көтөрмөксүздөр,Көтөр,мөк-сүздөр,INF_4_2PLF,VERB,VERB,"['INF', '4', '2PLF']"
турду,Тур,ду,PST_DEF,VERB,VERB,"['PST', 'DEF']"
асманбы,асман,бы,INT,NOUN,NOUN,['INT']
билимдериңе,билим,дериңе,PL_POSS_2SG_DAT,NOUN,NOUN,"['PL', 'POSS', '2SG', 'DAT']"
кайрылууда,кайрыл,луу-да,PRES,VERB,VERB,['PRES']
ташпыз,таш,пыз,PERS_1PL,NOUN,NOUN,"['PERS', '1PL']"
адистериңер,адис,териңер,PL_POSS_2PL,NOUN,NOUN,"['PL', 'POSS', '2PL']"
эстешти,Эсте,ш-ти,RECP_PST_DEF_3SG,VERB,VERB,"['RECP', 'PST', 'DEF', '3SG']"
чогултсун,Чогулт,сун,JUS_PL,VERB,VERB,"['JUS', 'PL']"
издебеген,Изде,бе-ген,NEG_PST_INDF_3SG,VERB,VERB,"['NEG', 'PST', 'INDF', '3SG']"
досторду,дос,торду,PL_ACC,NOUN,NOUN,"['PL', 'ACC']"
жаралбайбыз,жарал,ба-йбыз,NEG_1PL,VERB,VERB,"['NEG', '1PL']"
урматтагым,урматта,гым,OPT_POSS_1SG,VERB,VERB,"['OPT', 'POSS', '1SG']"
ресторандарыңыздын,ресторан,дарыңыздын,PL_POSS_2SGF_GEN,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'GEN']"
артыгыраак,артык,ыраак,COMP,ADJECTIVE,ADJECTIVE,['COMP']
жерлеринин,жер,леринин,PL_POSS_3PL_GEN,NOUN,NOUN,"['PL', 'POSS', '3PL', 'GEN']"
кушта,куш,та,LOC,NOUN,NOUN,['LOC']
макташ,Макта,ш,INF_3,VERB,VERB,"['INF', '3']"
бекиткенмин,Бекит,кен-мин,PST_INDF_1SG,VERB,VERB,"['PST', 'INDF', '1SG']"
буйруп жатат,буйру,п жатат,PRES_3SG,VERB,VERB,"['PRES', '3SG']"
асманымдан,асман,ымдан,POSS_1SG_ABL,NOUN,NOUN,"['POSS', '1SG', 'ABL']"
жазуучуңардын,жазуучу,ңардын,POSS_2PL_GEN,NOUN,NOUN,"['POSS', '2PL', 'GEN']"
таштайм,Ташта,й-м,FUT_DEF_1SG,VERB,VERB,"['FUT', 'DEF', '1SG']"
баскансыз,Бас,кан-сыз,PST_INDF_2SGF,VERB,VERB,"['PST', 'INDF', '2SGF']"
курууга,кур,уу-га,DAT,VERB,NOUN,['DAT']
отуз тогузунчумун,отуз тогуз,унчу-мун,NUM_ORD_1SG,NUM,NUM,"['NUM', 'ORD', '1SG']"
уялмакбыз,уял,макбыз,INF_4_1PL,VERB,VERB,"['INF', '4', '1PL']"
бүктөсөңүз,Бүктө,сө-ңүз,COND_POSS_2SGF,VERB,VERB,"['COND', 'POSS', '2SGF']"
жыйнарсың,Жыйна,р-сың,FUT_INDF_2SG,VERB,VERB,"['FUT', 'INDF', '2SG']"
токочтору,токоч,тору,PL_POSS_3PL,NOUN,NOUN,"['PL', 'POSS', '3PL']"
айдамайынча,Айда,майынча,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
созбос,соз,бо-с,PCP_FUT_NEG,VERB,VERB,"['PCP', 'FUT', 'NEG']"
мактагын,Макта,гын,IMP_SG,VERB,VERB,"['IMP', 'SG']"
айтмаксың,Айт,мак-сың,INF_4_2SG,VERB,VERB,"['INF', '4', '2SG']"
уялганы,уял,ганы,ADVV_INT,VERB,VERB,"['ADVV', 'INT']"
он тогузунчуну,он тогуз,унчу-ну,NUM_ORD_ACC,NUM,NUM,"['NUM', 'ORD', 'ACC']"
чырактарыман,чырак,тарыман,PL_POSS_1SG_ABL,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ABL']"
жомокторуңуздарда,жомок,торуңуздарда,PL_POSS_2PLF_LOC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'LOC']"
айымыма,айым,ыма,POSS_1SG_DAT,NOUN,NOUN,"['POSS', '1SG', 'DAT']"
актёрума,актёр,ума,POSS_1SG_DAT,NOUN,NOUN,"['POSS', '1SG', 'DAT']"
бермексиң,Бер,мек-сиң,INF_4_2SG,VERB,VERB,"['INF', '4', '2SG']"
учсун,Уч,сун,JUS_SG,VERB,VERB,"['JUS', 'SG']"
шаарларынын,шаар,ларынын,PL_POSS_3PL_GEN,NOUN,NOUN,"['PL', 'POSS', '3PL', 'GEN']"
он бешти,он беш ,ти,ACC,NUM,NUM,['ACC']
жашачумун,Жаша,чу-мун,PST_ITER_1SG,VERB,VERB,"['PST', 'ITER', '1SG']"
жатпайсыздар,Жат,па-йсыздар,NEG_2PLF,VERB,VERB,"['NEG', '2PLF']"
студенттерибиздин,студент,терибиздин,PL_POSS_2PL_GEN,NOUN,NOUN,"['PL', 'POSS', '2PL', 'GEN']"
окурсуз,Оку,р-суз,FUT_INDF_2SGF,VERB,VERB,"['FUT', 'INDF', '2SGF']"
адашпайсыздар,адаш,па-йсыздар,NEG_2PLF,VERB,VERB,"['NEG', '2PLF']"
достошмок,Достош,мок,INF_4,VERB,VERB,"['INF', '4']"
куштарыман,куш,тарыман,PL_POSS_1SG_ABL,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ABL']"
актасын,акта,сын,JUS_PL,VERB,VERB,"['JUS', 'PL']"
жараларсыңар,жарал,а-р-сыңар,FUT_INDF_2PL,VERB,VERB,"['FUT', 'INDF', '2PL']"
досуна,дос,уна,POSS_3SG_DAT,NOUN,NOUN,"['POSS', '3SG', 'DAT']"
асмандарыңыздарды,асман,дарыңыздарды,PL_POSS_2PLF_ACC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ACC']"
кармаптырсыздар,Карма,птыр-сыздар,PST_EVID_2PLF,VERB,VERB,"['PST', 'EVID', '2PLF']"
чаптагыча,Чапта,гыча,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
эстесеңиздер,Эсте,сең-издер,COND_POSS_2PLF,VERB,VERB,"['COND', 'POSS', '2PLF']"
энелеримди,эне,леримди,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
кырк сегизинчисиз,кырк сегиз,инчи-сиз,NUM_ORD_2SGF,NUM,NUM,"['NUM', 'ORD', '2SGF']"
отуз жетинчисиздер,отуз жети,нчи-сиздер,NUM_ORD_3PL,NUM,NUM,"['NUM', 'ORD', '3PL']"
студенттин,студент,тин,GEN,NOUN,NOUN,['GEN']
акылманбыз,акылман,быз,PERS_1PL,NOUN,NOUN,"['PERS', '1PL']"
таптың,Тап,тың,PST_DEF_POSS_2SG,VERB,VERB,"['PST', 'DEF', 'POSS', '2SG']"
поезддериңизде,поезд,дериңизде,PL_POSS_2SGF_LOC,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'LOC']"
жүгүрсөң,Жүгүр,сөң,COND_POSS_2SG,VERB,VERB,"['COND', 'POSS', '2SG']"
кемиткенсиңер,кемит,кен-сиңер,PST_INDF_2PL,VERB,VERB,"['PST', 'INDF', '2PL']"
көрөм,Көр,өм,FUT_DEF,VERB,VERB,"['FUT', 'DEF']"
бекитчүсүз,Бекит,чү-сүз,PST_ITER_2SGF,VERB,VERB,"['PST', 'ITER', '2SGF']"
бөлүштү,Бөл,үш-тү,RECP_PST_DEF_3SG,VERB,VERB,"['RECP', 'PST', 'DEF', '3SG']"
бербе,Бер,бе,NEG,VERB,VERB,['NEG']
билимдериңерде,билим,дериңерде,PL_POSS_2PL_LOC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'LOC']"
табууга,Тап,уу-га,DAT,VERB,NOUN,['DAT']
апаңыздарда,апа,ңыздарда,POSS_2PLF_LOC,NOUN,NOUN,"['POSS', '2PLF', 'LOC']"
мезгилдеримди,мезгил,деримди,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
бийлесин,Бийле,син,JUS_SG,VERB,VERB,"['JUS', 'SG']"
макалыңар,макал,ыңар,POSS_2PL,NOUN,NOUN,"['POSS', '2PL']"
өчүрүптүрсүздөр,Өчүр,үптүр-сүздөр,PST_EVID_2PLF,VERB,VERB,"['PST', 'EVID', '2PLF']"
тазаларбыз,Тазала,р-быз,FUT_INDF_1PL,VERB,VERB,"['FUT', 'INDF', '1PL']"
байкачумун,байка,чумун,PST_ITER_1SG,VERB,VERB,"['PST', 'ITER', '1SG']"
суктансаңыздар,суктан,саңыздар,COND_POSS_2PLF,VERB,VERB,"['COND', 'POSS', '2PLF']"
унутканбыз,Унут,кан-быз,PST_INDF_1PL,VERB,VERB,"['PST', 'INDF', '1PL']"
оюнуңарда,оюн,уңарда,POSS_2PL_LOC,NOUN,NOUN,"['POSS', '2PL', 'LOC']"
ырга,ыр,га,DAT,NOUN,NOUN,['DAT']
шооласына,шоола,сына,POSS_3SG_DAT,NOUN,NOUN,"['POSS', '3SG', 'DAT']"
элчимден,элчи,мден,POSS_1SG_ABL,NOUN,NOUN,"['POSS', '1SG', 'ABL']"
сапаттоо,сапатта,оо,INF_1,VERB,VERB,"['INF', '1']"
койгонсуңар,Кой,гон-суңар,PST_INDF_2PL,VERB,VERB,"['PST', 'INDF', '2PL']"
унуттуңуздар,Унут,ту-ңуздар,PST_DEF_POSS_2PLF,VERB,VERB,"['PST', 'DEF', 'POSS', '2PLF']"
сырдашты,Сырда,ш-ат,FUT_DEF_3PL,VERB,VERB,"['FUT', 'DEF', '3PL']"
текшермейинче,Текшер,мейинче,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
арнарсыңар,арна,р-сыңар,FUT_INDF_2PL,VERB,VERB,"['FUT', 'INDF', '2PL']"
жыйначубуз,Жыйна,чу-буз,PST_ITER_1PL,VERB,VERB,"['PST', 'ITER', '1PL']"
алтымыш тогузда,алтымыш тогуз,да,LOC,NUM,NUM,['LOC']
алтымыш жетиден,алтымыш жети,ден,ABL,NUM,NUM,['ABL']
ачкын,Ач,кын,IMP_SG,VERB,VERB,"['IMP', 'SG']"
жети миңче,жети миң,че,NUM_APPR1,NUM,NUM,"['NUM', 'APPR1']"
конгуча,Кон,гуча,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
чыкчусуздар,Чык,чу-суз-дар,PST_ITER_2PLF,VERB,VERB,"['PST', 'ITER', '2PLF']"
келатсыз,кел,ата-сыз,PRES_CONT_2SGF_PERS,VERB,VERB,"['PRES', 'CONT', '2SGF', 'PERS']"
жатмаксыздар,Жат,мак-сыздар,INF_4_2PLF,VERB,VERB,"['INF', '4', '2PLF']"
жаттагыча,Жатта,гыча,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
издеш,Изде,ш,INF_3,VERB,VERB,"['INF', '3']"
жамабайт,Жама,ба-й-т,NEG_FUT_DEF_3SG,VERB,VERB,"['NEG', 'FUT', 'DEF', '3SG']"
учпа,Уч,па,NEG,VERB,VERB,['NEG']
иччүсүз,Ич,чү-сүз,PST_ITER_2SGF,VERB,VERB,"['PST', 'ITER', '2SGF']"
топтойлук,топто,йлук,HOR_PL,VERB,VERB,"['HOR', 'PL']"
байкаш,байка,ш,INF_3,VERB,VERB,"['INF', '3']"
эжеңерге,эже,ңерге,POSS_2PL_DAT,NOUN,NOUN,"['POSS', '2PL', 'DAT']"
мырзанын,мырза,нын,GEN,NOUN,NOUN,['GEN']
шымдары,шым,дары,PL_POSS_3SG,NOUN,NOUN,"['PL', 'POSS', '3SG']"
макалынын,макал,ынын,POSS_3SG_GEN,NOUN,NOUN,"['POSS', '3SG', 'GEN']"
адистеримдин,адис,теримдин,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
арнайлык,арна,йлык,HOR_PL,VERB,VERB,"['HOR', 'PL']"
аткарчусуздар,аткар,чу-суз-дар,PST_ITER_2PLF,VERB,VERB,"['PST', 'ITER', '2PLF']"
жыгачтарын,жыгач,тарын,PL_POSS_3SG,NOUN,NOUN,"['PL', 'POSS', '3SG']"
уксаңыздар,Ук,саң-ыздар,COND_POSS_2PLF,VERB,VERB,"['COND', 'POSS', '2PLF']"
шоолаңыздардан,шоола,ңыздардан,POSS_2PLF_ABL,NOUN,NOUN,"['POSS', '2PLF', 'ABL']"
темирлерди,темир,лерди,PL_ACC,NOUN,NOUN,"['PL', 'ACC']"
элүү бирден,элүү бир,ден,ABL,NUM,NUM,['ABL']
